Symbol,Close,Open,High,Low,Volume,Value,Date,OpenInt
VNG,8700.0,8400.0,8700.0,8240.0,8500.0,0.0,2024-04-25,0.0
VNG,8300.0,8700.0,8990.0,8220.0,8700.0,0.0,2024-04-26,0.0
VNG,8690.0,8300.0,8880.0,7870.0,16800.0,0.0,2024-05-02,0.0
VNG,8460.0,8690.0,8690.0,8460.0,3200.0,0.0,2024-05-03,0.0
VNG,8970.0,8460.0,9040.0,8460.0,8900.0,0.0,2024-05-06,0.0
VNG,8560.0,8700.0,8700.0,8550.0,21300.0,0.0,2024-05-07,0.0
VNG,8500.0,8560.0,8850.0,8130.000000000001,9400.0,0.0,2024-05-08,0.0
VNG,8500.0,8300.0,8500.0,8300.0,6400.0,0.0,2024-05-09,0.0
VNG,8500.0,8500.0,8500.0,8500.0,2000.0,0.0,2024-05-10,0.0
VNG,8480.0,8310.0,8480.0,8240.0,12800.0,0.0,2024-05-13,0.0
VNG,8340.0,8400.0,8400.0,8260.0,4900.0,0.0,2024-05-14,0.0
VNG,8250.0,8240.0,8260.0,8240.0,11300.0,0.0,2024-05-15,0.0
VNG,8380.0,8210.0,8380.0,8210.0,7700.0,0.0,2024-05-16,0.0
VNG,8250.0,8060.000000000001,8380.0,8060.000000000001,9100.0,0.0,2024-05-17,0.0
VNG,8500.0,8350.0,8670.0,8350.0,8000.0,0.0,2024-05-20,0.0
VNG,8450.0,8460.0,8500.0,8320.0,5900.0,0.0,2024-05-21,0.0
VNG,8690.0,8300.0,8890.0,8300.0,12800.0,0.0,2024-05-22,0.0
VNG,8360.0,8690.0,8690.0,8350.0,8800.0,0.0,2024-05-23,0.0
VNG,8340.0,8800.0,8800.0,8330.0,8200.0,0.0,2024-05-24,0.0
VNG,8700.0,8330.0,8700.0,8330.0,10500.0,0.0,2024-05-27,0.0
VNG,8670.0,8700.0,8700.0,8660.0,3500.0,0.0,2024-05-28,0.0
VNG,8590.0,8600.0,8670.0,8400.0,3700.0,0.0,2024-05-29,0.0
VNG,8600.0,8650.0,8650.0,8600.0,2100.0,0.0,2024-05-30,0.0
VNG,8410.0,8600.0,8600.0,8400.0,2700.0,0.0,2024-05-31,0.0
VNG,8350.0,8410.0,8420.0,8350.0,3900.0,0.0,2024-06-03,0.0
VNG,8300.0,8340.0,8670.0,8119.999999999999,15200.0,0.0,2024-06-04,0.0
VNG,8290.0,8870.0,8870.0,8210.0,1000.0,0.0,2024-06-05,0.0
VNG,8510.0,8400.0,8510.0,8360.0,3500.0,0.0,2024-06-06,0.0
